"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","BartAny","Tryps","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"7401","79774854","79774854-2012-08-29",50,50,2012-08-29,"HA1",2012,"F","Adult",1,0,0,0,NA,0,3,0,0,7,0,0,11,0,1,13,0.0714285714285714,1,15,0.0625,1,20,0.0476190476190476,1,27,0.0357142857142857,2,30,0.0625,2,32,0.0588235294117647,4,56,0.0666666666666667,6,98,0.0576923076923077,6,106,0.0535714285714286,6,108,0.0526315789473684,6,108,0.0526315789473684,6,108,0.0526315789473684,6,108,0.0526315789473684
"7421","79775849","79775849-2012-09-27",90,30,2012-09-27,"HA1",2012,"F","Adult",1,0,0,1,0,1,4,0.2,2,8,0.2,2,11,0.153846153846154,2,18,0.1,2,19,0.0952380952380952,3,22,0.12,3,27,0.1,3,33,0.0833333333333333,3,36,0.0769230769230769,5,48,0.0943396226415094,6,66,0.0833333333333333,8,83,0.0879120879120879,11,111,0.0901639344262295,14,138,0.0921052631578947,14,162,0.0795454545454545,15,166,0.0828729281767956
"7422","79775849","79775849-2012-10-09",100,40,2012-10-09,"HA1",2012,"F","Adult",1,0,0,1,0,0,5,0,0,8,0,0,11,0,1,15,0.0625,2,17,0.105263157894737,4,24,0.142857142857143,4,31,0.114285714285714,4,32,0.111111111111111,6,38,0.136363636363636,9,61,0.128571428571429,10,73,0.120481927710843,12,93,0.114285714285714,14,113,0.110236220472441,16,134,0.106666666666667,18,164,0.0989010989010989,18,181,0.0904522613065327
"7423","79775849","79775849-2012-10-23",100,20,2012-10-23,"HA1",2012,"F","Adult",0,0,0,2,0,0,9,0,0,14,0,1,19,0.05,2,23,0.08,2,25,0.0740740740740741,2,27,0.0689655172413793,2,29,0.0645161290322581,2,37,0.0512820512820513,3,40,0.0697674418604651,7,56,0.111111111111111,9,80,0.101123595505618,12,95,0.11214953271028,16,115,0.122137404580153,22,150,0.127906976744186,25,180,0.121951219512195,26,205,0.112554112554113
"7424","79775849","79775849-2012-11-06",80,60,2012-11-06,"HA1",2012,"F","Adult",1,0,0,2,0,0,8,0,1,17,0.0555555555555556,3,22,0.12,7,36,0.162790697674419,9,48,0.157894736842105,10,51,0.163934426229508,14,60,0.189189189189189,17,77,0.180851063829787,20,82,0.196078431372549,22,117,0.158273381294964,26,149,0.148571428571429,26,181,0.1256038647343,29,213,0.119834710743802,34,247,0.120996441281139,35,257,0.11986301369863,35,257,0.11986301369863
"7425","79775849","79775849-2012-11-20",80,40,2012-11-20,"HA1",2012,"F","Adult",0,0,0,1,0,2,7,0.222222222222222,3,15,0.166666666666667,5,23,0.178571428571429,6,35,0.146341463414634,7,45,0.134615384615385,7,49,0.125,8,60,0.117647058823529,10,76,0.116279069767442,11,80,0.120879120879121,15,120,0.111111111111111,23,155,0.129213483146067,29,192,0.131221719457014,33,231,0.125,35,266,0.116279069767442,37,276,0.118210862619808,37,276,0.118210862619808
"7455","79776883","79776883-2012-10-24",100,90,2012-10-24,"HA1",2012,"M","Adult",1,0,1,5,0.166666666666667,2,13,0.133333333333333,3,20,0.130434782608696,5,25,0.166666666666667,8,34,0.19047619047619,8,34,0.19047619047619,12,36,0.25,13,42,0.236363636363636,14,45,0.23728813559322,14,48,0.225806451612903,14,69,0.168674698795181,16,83,0.161616161616162,20,103,0.16260162601626,22,126,0.148648648648649,23,155,0.129213483146067,26,190,0.12037037037037,28,214,0.115702479338843
"7456","79776883","79776883-2012-11-07",90,80,2012-11-07,"HA1",2012,"M","Adult",1,1,1,4,0.2,3,19,0.136363636363636,6,33,0.153846153846154,6,38,0.136363636363636,13,47,0.216666666666667,14,52,0.212121212121212,14,54,0.205882352941176,14,61,0.186666666666667,14,72,0.162790697674419,15,77,0.16304347826087,17,95,0.151785714285714,23,111,0.171641791044776,24,144,0.142857142857143,26,175,0.129353233830846,27,211,0.113445378151261,33,239,0.121323529411765,34,253,0.118466898954704
"7493","79778567","79778567-2012-10-10",10,0,2012-10-10,"HA1",2012,"F","Adult",1,0,0,4,0,1,12,0.0769230769230769,2,15,0.117647058823529,4,17,0.19047619047619,5,23,0.178571428571429,5,24,0.172413793103448,5,26,0.161290322580645,5,29,0.147058823529412,6,32,0.157894736842105,7,37,0.159090909090909,7,48,0.127272727272727,8,65,0.10958904109589,10,82,0.108695652173913,12,100,0.107142857142857,12,120,0.0909090909090909,15,149,0.0914634146341463,20,176,0.102040816326531
"7512","79779379","79779379-2012-08-28",100,20,2012-08-28,"HA1",2012,"M","Adult",1,0,0,1,0,0,3,0,0,4,0,0,4,0,1,6,0.142857142857143,1,7,0.125,1,7,0.125,1,9,0.1,1,14,0.0666666666666667,1,15,0.0625,2,21,0.0869565217391304,2,34,0.0555555555555556,2,40,0.0476190476190476,2,50,0.0384615384615385,5,66,0.0704225352112676,5,81,0.0581395348837209,5,90,0.0526315789473684
"7545","79781605","79781605-2012-10-09",60,40,2012-10-09,"HA1",2012,"F","Adult",1,0,1,0,1,2,5,0.285714285714286,2,9,0.181818181818182,2,17,0.105263157894737,3,23,0.115384615384615,4,28,0.125,4,30,0.117647058823529,5,38,0.116279069767442,5,41,0.108695652173913,5,47,0.0961538461538462,12,97,0.110091743119266,16,133,0.10738255033557,18,171,0.0952380952380952,19,184,0.0935960591133005,19,187,0.0922330097087379,19,187,0.0922330097087379,19,187,0.0922330097087379
"7562","79782524","79782524-2012-10-24",40,100,2012-10-24,"HA1",2012,"F","Adult",1,1,1,4,0.2,2,14,0.125,2,17,0.105263157894737,2,28,0.0666666666666667,2,35,0.0540540540540541,2,38,0.05,3,45,0.0625,6,50,0.107142857142857,6,57,0.0952380952380952,8,64,0.111111111111111,13,97,0.118181818181818,14,123,0.102189781021898,21,155,0.119318181818182,25,168,0.129533678756477,29,191,0.131818181818182,31,210,0.128630705394191,32,240,0.117647058823529
"7563","79782524","79782524-2012-11-07",80,70,2012-11-07,"HA1",2012,"F","Adult",0,0,0,0,NA,2,10,0.166666666666667,3,17,0.15,5,28,0.151515151515152,10,46,0.178571428571429,11,58,0.159420289855072,13,62,0.173333333333333,16,75,0.175824175824176,17,88,0.161904761904762,18,90,0.166666666666667,24,113,0.175182481751825,24,143,0.143712574850299,26,179,0.126829268292683,28,216,0.114754098360656,33,241,0.12043795620438,34,261,0.115254237288136,35,263,0.11744966442953
"7565","79782524","79782524-2012-11-21",100,100,2012-11-21,"HA1",2012,"F","Adult",0,0,0,1,0,1,11,0.0833333333333333,1,13,0.0714285714285714,4,24,0.142857142857143,6,32,0.157894736842105,7,33,0.175,10,43,0.188679245283019,13,50,0.206349206349206,13,52,0.2,14,58,0.194444444444444,16,74,0.177777777777778,20,97,0.170940170940171,22,120,0.154929577464789,25,143,0.148809523809524,28,179,0.135265700483092,29,216,0.118367346938776,32,243,0.116363636363636
"7566","79782524","79782524-2012-12-18",90,90,2012-12-18,"HA1",2012,"F","Adult",1,0,0,2,0,3,24,0.111111111111111,8,40,0.166666666666667,11,47,0.189655172413793,14,61,0.186666666666667,15,62,0.194805194805195,16,68,0.19047619047619,17,78,0.178947368421053,17,82,0.171717171717172,18,85,0.174757281553398,21,105,0.166666666666667,25,131,0.16025641025641,28,152,0.155555555555556,31,191,0.13963963963964,35,233,0.130597014925373,37,272,0.119741100323625,40,284,0.123456790123457
"7588","79783063","79783063-2012-11-07",100,100,2012-11-07,"HA1",2012,"F","Adult",1,0,0,0,NA,1,10,0.0909090909090909,1,12,0.0769230769230769,4,22,0.153846153846154,5,28,0.151515151515152,6,29,0.171428571428571,9,38,0.191489361702128,12,45,0.210526315789474,12,45,0.210526315789474,13,51,0.203125,14,65,0.177215189873418,17,86,0.16504854368932,19,105,0.153225806451613,22,128,0.146666666666667,25,160,0.135135135135135,26,194,0.118181818181818,29,219,0.116935483870968
"7589","79783063","79783063-2012-12-06",100,90,2012-12-06,"HA1",2012,"F","Adult",0,0,1,8,0.111111111111111,3,20,0.130434782608696,5,31,0.138888888888889,7,39,0.152173913043478,10,50,0.166666666666667,10,52,0.161290322580645,14,54,0.205882352941176,16,62,0.205128205128205,17,66,0.204819277108434,17,71,0.193181818181818,18,97,0.156521739130435,22,113,0.162962962962963,27,138,0.163636363636364,29,167,0.147959183673469,31,204,0.131914893617021,35,242,0.126353790613718,37,272,0.119741100323625
"7590","79783063","79783063-2012-12-19",100,90,2012-12-19,"HA1",2012,"F","Adult",0,0,1,9,0.1,3,23,0.115384615384615,5,34,0.128205128205128,7,42,0.142857142857143,10,53,0.158730158730159,10,55,0.153846153846154,14,59,0.191780821917808,16,67,0.192771084337349,17,71,0.193181818181818,17,76,0.182795698924731,18,102,0.15,22,119,0.156028368794326,27,145,0.156976744186047,29,175,0.142156862745098,31,215,0.126016260162602,35,257,0.11986301369863,37,289,0.113496932515337
"7591","79783071","79783071-2012-10-09",0,40,2012-10-09,"HA1",2012,"F","NotAdult",0,0,0,1,0,1,6,0.142857142857143,1,7,0.125,1,15,0.0625,3,19,0.136363636363636,3,25,0.107142857142857,3,29,0.09375,4,43,0.0851063829787234,5,46,0.0980392156862745,5,50,0.0909090909090909,7,69,0.0921052631578947,8,83,0.0879120879120879,9,109,0.076271186440678,9,122,0.0687022900763359,13,143,0.0833333333333333,16,165,0.0883977900552486,19,184,0.0935960591133005
"7622","79785369","79785369-2012-10-10",30,10,2012-10-10,"HA1",2012,"M","NotAdult",0,0,1,0,1,2,3,0.4,2,10,0.166666666666667,3,17,0.15,5,26,0.161290322580645,5,27,0.15625,5,30,0.142857142857143,6,43,0.122448979591837,8,50,0.137931034482759,8,53,0.131147540983607,9,75,0.107142857142857,12,91,0.116504854368932,12,110,0.0983606557377049,13,137,0.0866666666666667,19,163,0.104395604395604,24,203,0.105726872246696,27,211,0.113445378151261
"7659","79786360","79786360-2012-08-28",30,10,2012-08-28,"HA1",2012,"F","NotAdult",0,1,0,0,NA,0,1,0,0,5,0,0,11,0,1,15,0.0625,1,16,0.0588235294117647,1,17,0.0555555555555556,1,25,0.0384615384615385,2,28,0.0666666666666667,2,31,0.0606060606060606,2,40,0.0476190476190476,3,49,0.0576923076923077,3,55,0.0517241379310345,3,62,0.0461538461538462,3,72,0.04,3,91,0.0319148936170213,5,95,0.05
