"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","BartAny","MHV","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"4465","49811771","49811771-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult",1,0,0,0,NA,1,5,0.166666666666667,1,8,0.111111111111111,1,10,0.0909090909090909,2,13,0.133333333333333,2,14,0.125,3,14,0.176470588235294,3,20,0.130434782608696,4,24,0.142857142857143,4,25,0.137931034482759,11,43,0.203703703703704,20,52,0.277777777777778,22,59,0.271604938271605,28,70,0.285714285714286,30,80,0.272727272727273,30,80,0.272727272727273,30,80,0.272727272727273
"4469","79797359","79797359-2012-09-11",20,50,2012-09-11,"HA1",2012,"F","Adult",1,0,0,0,NA,1,5,0.166666666666667,1,8,0.111111111111111,1,10,0.0909090909090909,2,13,0.133333333333333,2,14,0.125,3,14,0.176470588235294,3,20,0.130434782608696,4,24,0.142857142857143,4,25,0.137931034482759,11,43,0.203703703703704,20,52,0.277777777777778,22,59,0.271604938271605,28,70,0.285714285714286,30,80,0.272727272727273,30,80,0.272727272727273,30,80,0.272727272727273
"4471","79797266","79797266-2012-09-11",20,30,2012-09-11,"HA1",2012,"F","NotAdult",1,0,0,0,NA,2,1,0.666666666666667,2,7,0.222222222222222,2,8,0.2,5,22,0.185185185185185,5,23,0.178571428571429,5,26,0.161290322580645,6,31,0.162162162162162,8,31,0.205128205128205,10,32,0.238095238095238,14,36,0.28,17,42,0.288135593220339,17,56,0.232876712328767,22,64,0.255813953488372,28,73,0.277227722772277,30,80,0.272727272727273,30,80,0.272727272727273
"4474","66859820","66859820-2012-09-11",60,50,2012-09-11,"HA1",2012,"M","Adult",1,0,0,1,0,4,1,0.8,4,2,0.666666666666667,6,4,0.6,7,6,0.538461538461538,8,7,0.533333333333333,9,12,0.428571428571429,9,15,0.375,11,18,0.379310344827586,13,18,0.419354838709677,17,42,0.288135593220339,27,60,0.310344827586207,28,74,0.274509803921569,30,80,0.272727272727273,30,80,0.272727272727273,30,80,0.272727272727273,30,80,0.272727272727273
"4476","79796354","79796354-2012-09-11",80,20,2012-09-11,"HA1",2012,"M","Adult",1,0,0,1,0,1,3,0.25,2,4,0.333333333333333,2,8,0.2,6,12,0.333333333333333,6,13,0.315789473684211,6,16,0.272727272727273,7,17,0.291666666666667,7,19,0.269230769230769,8,20,0.285714285714286,12,22,0.352941176470588,15,30,0.333333333333333,17,43,0.283333333333333,23,63,0.267441860465116,28,70,0.285714285714286,30,76,0.283018867924528,30,79,0.275229357798165
"4477","79769830","79769830-2012-09-11",90,40,2012-09-11,"HA1",2012,"F","Adult",0,1,0,0,NA,0,1,0,1,5,0.166666666666667,1,5,0.166666666666667,3,8,0.272727272727273,3,8,0.272727272727273,4,9,0.307692307692308,7,13,0.35,10,15,0.4,11,17,0.392857142857143,13,29,0.30952380952381,16,35,0.313725490196078,22,46,0.323529411764706,24,53,0.311688311688312,29,68,0.298969072164948,30,77,0.280373831775701,30,80,0.272727272727273
"4480","66808052","66808052-2012-09-11",100,10,2012-09-11,"HA1",2012,"M","Adult",1,0,1,1,0.5,1,4,0.2,1,4,0.2,1,6,0.142857142857143,1,8,0.111111111111111,2,9,0.181818181818182,2,9,0.181818181818182,3,11,0.214285714285714,4,11,0.266666666666667,4,11,0.266666666666667,7,16,0.304347826086957,7,20,0.259259259259259,14,28,0.333333333333333,15,33,0.3125,20,47,0.298507462686567,26,63,0.292134831460674,28,70,0.285714285714286
"4482","79637279","79637279-2012-09-12",0,100,2012-09-12,"HA1",2012,"M","Adult",1,0,0,2,0,0,6,0,0,7,0,0,10,0,0,13,0,0,13,0,2,14,0.125,2,15,0.117647058823529,2,16,0.111111111111111,2,16,0.111111111111111,3,20,0.130434782608696,5,28,0.151515151515152,9,37,0.195652173913043,14,50,0.21875,17,59,0.223684210526316,25,70,0.263157894736842,31,82,0.274336283185841
"4484","79630010","79630010-2012-09-12",40,80,2012-09-12,"HA1",2012,"F","Adult",1,0,0,0,NA,0,2,0,0,3,0,0,4,0,5,6,0.454545454545455,9,12,0.428571428571429,9,15,0.375,10,21,0.32258064516129,12,27,0.307692307692308,12,29,0.292682926829268,15,52,0.223880597014925,22,60,0.268292682926829,26,68,0.276595744680851,29,80,0.26605504587156,32,94,0.253968253968254,33,96,0.255813953488372,33,96,0.255813953488372
"4493","79795857","79795857-2012-09-13",30,100,2012-09-13,"HA1",2012,"M","Adult",0,0,2,1,0.666666666666667,2,5,0.285714285714286,2,6,0.25,3,7,0.3,3,10,0.230769230769231,3,14,0.176470588235294,4,19,0.173913043478261,6,23,0.206896551724138,6,25,0.193548387096774,8,26,0.235294117647059,13,36,0.26530612244898,13,45,0.224137931034483,16,57,0.219178082191781,22,68,0.244444444444444,27,78,0.257142857142857,29,87,0.25,33,100,0.24812030075188
"4507","79630010","79630010-2012-09-25",10,90,2012-09-25,"HA1",2012,"F","Adult",1,0,0,1,0,0,8,0,0,14,0,0,16,0,3,19,0.136363636363636,3,19,0.136363636363636,3,20,0.130434782608696,3,24,0.111111111111111,3,24,0.111111111111111,3,25,0.107142857142857,7,34,0.170731707317073,12,44,0.214285714285714,14,56,0.2,21,72,0.225806451612903,27,82,0.247706422018349,33,93,0.261904761904762,34,99,0.255639097744361
"4509","79796354","79796354-2012-09-25",10,20,2012-09-25,"HA1",2012,"M","Adult",1,0,0,2,0,3,10,0.230769230769231,4,12,0.25,5,19,0.208333333333333,6,25,0.193548387096774,6,27,0.181818181818182,7,28,0.2,7,31,0.184210526315789,9,34,0.209302325581395,9,35,0.204545454545455,9,42,0.176470588235294,11,49,0.183333333333333,17,56,0.232876712328767,18,70,0.204545454545455,26,85,0.234234234234234,33,97,0.253846153846154,36,105,0.25531914893617
"4511","67006795","67006795-2012-09-25",20,40,2012-09-25,"HA1",2012,"M","Adult",1,0,0,2,0,0,9,0,2,12,0.142857142857143,3,17,0.15,3,22,0.12,4,26,0.133333333333333,5,28,0.151515151515152,6,35,0.146341463414634,6,36,0.142857142857143,6,37,0.13953488372093,14,50,0.21875,16,63,0.20253164556962,25,80,0.238095238095238,30,91,0.247933884297521,36,105,0.25531914893617,36,105,0.25531914893617,36,105,0.25531914893617
"4517","66818332","66818332-2012-09-11",10,80,2012-09-11,"HA1",2012,"F","Adult",0,0,0,2,0,0,4,0,0,7,0,0,8,0,0,13,0,2,14,0.125,2,14,0.125,2,16,0.111111111111111,3,18,0.142857142857143,3,21,0.125,5,27,0.15625,11,33,0.25,17,47,0.265625,23,60,0.27710843373494,28,68,0.291666666666667,29,74,0.281553398058252,29,79,0.268518518518519
"4518","79630102","79630102-2012-09-11",20,100,2012-09-11,"HA1",2012,"M","Adult",1,0,0,2,0,2,4,0.333333333333333,2,5,0.285714285714286,2,6,0.25,2,11,0.153846153846154,2,11,0.153846153846154,3,12,0.2,3,14,0.176470588235294,3,15,0.166666666666667,4,18,0.181818181818182,8,20,0.285714285714286,13,29,0.30952380952381,13,39,0.25,18,43,0.295081967213115,23,58,0.283950617283951,25,67,0.271739130434783,28,73,0.277227722772277
"4526","84587833","84587833-2012-09-11",80,60,2012-09-11,"HA1",2012,"F","Adult",0,0,0,0,NA,0,2,0,2,4,0.333333333333333,5,5,0.5,6,8,0.428571428571429,7,13,0.35,8,16,0.333333333333333,9,17,0.346153846153846,13,20,0.393939393939394,14,24,0.368421052631579,18,34,0.346153846153846,21,43,0.328125,24,50,0.324324324324324,27,60,0.310344827586207,28,78,0.264150943396226,30,80,0.272727272727273,30,80,0.272727272727273
"4527","79618812","79618812-2012-09-11",80,60,2012-09-11,"HA1",2012,"M","Adult",0,0,0,0,NA,0,2,0,2,4,0.333333333333333,5,5,0.5,6,8,0.428571428571429,7,13,0.35,8,16,0.333333333333333,9,17,0.346153846153846,13,20,0.393939393939394,14,24,0.368421052631579,18,34,0.346153846153846,21,43,0.328125,24,50,0.324324324324324,27,60,0.310344827586207,28,78,0.264150943396226,30,80,0.272727272727273,30,80,0.272727272727273
"4545","79619290","79619290-2012-09-28",100,80,2012-09-28,"HA1",2012,"M","Adult",1,0,1,4,0.2,3,7,0.3,4,8,0.333333333333333,4,10,0.285714285714286,5,12,0.294117647058824,6,17,0.260869565217391,6,18,0.25,6,21,0.222222222222222,8,25,0.242424242424242,8,26,0.235294117647059,17,35,0.326923076923077,20,42,0.32258064516129,24,48,0.333333333333333,28,60,0.318181818181818,30,84,0.263157894736842,32,99,0.244274809160305,35,111,0.23972602739726
"4548","66843623","66843623-2012-09-28",100,90,2012-09-28,"HA1",2012,"M","Adult",1,0,0,1,0,1,5,0.166666666666667,2,6,0.25,3,9,0.25,5,15,0.25,5,15,0.25,5,16,0.238095238095238,8,17,0.32,8,20,0.285714285714286,10,21,0.32258064516129,15,31,0.326086956521739,18,37,0.327272727272727,20,44,0.3125,27,54,0.333333333333333,28,74,0.274509803921569,31,95,0.246031746031746,34,106,0.242857142857143
"4551","79612036","79612036-2012-09-12",30,30,2012-09-12,"HA1",2012,"M","NotAdult",1,0,0,0,NA,0,3,0,2,7,0.222222222222222,4,10,0.285714285714286,5,19,0.208333333333333,6,24,0.2,8,26,0.235294117647059,9,34,0.209302325581395,10,40,0.2,11,40,0.215686274509804,18,47,0.276923076923077,18,61,0.227848101265823,23,71,0.24468085106383,28,87,0.243478260869565,33,96,0.255813953488372,33,96,0.255813953488372,33,96,0.255813953488372
