"","ID","ID.CapDate","lat","long","Capture.date","Grid","year","Sex","Age","Tryps","HpolINF","NoInf_0","NoUninf_0","Prev_0","NoInf_10","NoUninf_10","Prev_10","NoInf_14.1","NoUninf_14.1","Prev_14.1","NoInf_20","NoUninf_20","Prev_20","NoInf_22.4","NoUninf_22.4","Prev_22.4","NoInf_28.3","NoUninf_28.3","Prev_28.3","NoInf_30","NoUninf_30","Prev_30","NoInf_31.6","NoUninf_31.6","Prev_31.6","NoInf_36.1","NoUninf_36.1","Prev_36.1","NoInf_40","NoUninf_40","Prev_40","NoInf_50","NoUninf_50","Prev_50","NoInf_60","NoUninf_60","Prev_60","NoInf_70","NoUninf_70","Prev_70","NoInf_80","NoUninf_80","Prev_80","NoInf_90","NoUninf_90","Prev_90","NoInf_100","NoUninf_100","Prev_100","NoInf_110","NoUninf_110","Prev_110"
"5447","66883112","66883112-2012-06-19",80,100,2012-06-19,"HA1",2012,"F","Adult",0,"0",0,0,NA,2,1,0.666666666666667,2,1,0.666666666666667,2,2,0.5,2,2,0.5,3,2,0.6,3,2,0.6,3,2,0.6,3,2,0.6,3,2,0.6,5,3,0.625,6,3,0.666666666666667,7,3,0.7,11,9,0.55,14,10,0.583333333333333,16,10,0.615384615384615,16,10,0.615384615384615
"5503","66885846","66885846-2012-10-11",60,20,2012-10-11,"HA1",2012,"M","Adult",0,"0",1,3,0.25,4,9,0.307692307692308,7,11,0.388888888888889,10,21,0.32258064516129,15,39,0.277777777777778,17,48,0.261538461538462,17,56,0.232876712328767,21,72,0.225806451612903,22,93,0.191304347826087,23,107,0.176923076923077,41,172,0.192488262910798,50,227,0.180505415162455,63,275,0.186390532544379,73,335,0.178921568627451,85,385,0.180851063829787,87,401,0.17827868852459,87,401,0.17827868852459
"5530","66887847","66887847-2012-10-10",100,40,2012-10-10,"HA1",2012,"M","Adult",0,"0",0,5,0,2,14,0.125,4,19,0.173913043478261,6,27,0.181818181818182,8,36,0.181818181818182,10,41,0.196078431372549,14,50,0.21875,18,59,0.233766233766234,19,69,0.215909090909091,21,80,0.207920792079208,25,124,0.167785234899329,34,147,0.187845303867403,45,181,0.199115044247788,54,216,0.2,59,263,0.183229813664596,71,319,0.182051282051282,83,361,0.186936936936937
"5631","66893321","66893321-2012-12-18",100,0,2012-12-18,"HA1",2012,"M","Adult",0,"1",1,5,0.166666666666667,7,14,0.333333333333333,9,16,0.36,11,31,0.261904761904762,13,36,0.26530612244898,15,42,0.263157894736842,18,57,0.24,22,63,0.258823529411765,24,71,0.252631578947368,24,81,0.228571428571429,30,112,0.211267605633803,39,137,0.221590909090909,51,191,0.210743801652893,63,251,0.200636942675159,83,329,0.201456310679612,114,425,0.211502782931354,135,515,0.207692307692308
"5793","67006795","67006795-2012-09-25",20,40,2012-09-25,"HA1",2012,"M","Adult",0,"0",1,2,0.333333333333333,2,16,0.111111111111111,5,27,0.15625,6,41,0.127659574468085,12,55,0.17910447761194,16,65,0.197530864197531,18,76,0.191489361702128,26,90,0.224137931034483,28,97,0.224,28,100,0.21875,34,132,0.204819277108434,41,155,0.209183673469388,53,187,0.220833333333333,60,220,0.214285714285714,68,249,0.214511041009464,68,253,0.21183800623053,68,253,0.21183800623053
"5794","67006795","67006795-2012-10-09",20,40,2012-10-09,"HA1",2012,"M","Adult",0,"0",1,3,0.25,2,19,0.0952380952380952,5,32,0.135135135135135,6,47,0.113207547169811,15,66,0.185185185185185,19,81,0.19,21,92,0.185840707964602,29,109,0.210144927536232,33,119,0.217105263157895,34,122,0.217948717948718,43,168,0.203791469194313,51,203,0.200787401574803,63,246,0.203883495145631,72,292,0.197802197802198,83,331,0.20048309178744,83,337,0.197619047619048,83,337,0.197619047619048
"5813","67007587","67007587-2012-08-30",10,70,2012-08-30,"HA1",2012,"M","Adult",0,"0",3,2,0.6,7,8,0.466666666666667,9,14,0.391304347826087,13,19,0.40625,15,24,0.384615384615385,18,26,0.409090909090909,20,28,0.416666666666667,23,32,0.418181818181818,24,39,0.380952380952381,24,44,0.352941176470588,30,58,0.340909090909091,35,82,0.299145299145299,40,108,0.27027027027027,47,132,0.262569832402235,50,146,0.255102040816327,53,167,0.240909090909091,55,174,0.240174672489083
"5873","67010314","67010314-2012-06-21",10,70,2012-06-21,"HA1",2012,"M","Adult",0,"1",0,0,NA,2,0,1,4,1,0.8,7,2,0.777777777777778,7,2,0.777777777777778,8,2,0.8,10,2,0.833333333333333,11,4,0.733333333333333,12,6,0.666666666666667,12,6,0.666666666666667,15,8,0.652173913043478,18,13,0.580645161290323,20,16,0.555555555555556,23,21,0.522727272727273,24,23,0.51063829787234,26,28,0.481481481481481,27,28,0.490909090909091
"5878","67010536","67010536-2012-08-15",50,20,2012-08-15,"HA1",2012,"M","Adult",0,"0",0,0,NA,1,3,0.25,1,5,0.166666666666667,1,8,0.111111111111111,2,13,0.133333333333333,2,19,0.0952380952380952,2,22,0.0833333333333333,5,27,0.15625,9,32,0.219512195121951,11,33,0.25,18,63,0.222222222222222,29,86,0.252173913043478,33,92,0.264,40,101,0.283687943262411,48,116,0.292682926829268,49,116,0.296969696969697,49,116,0.296969696969697
"5930","67069635","67069635-2012-10-23",30,0,2012-10-23,"HA1",2012,"F","Adult",0,"0",0,7,0,1,13,0.0714285714285714,3,18,0.142857142857143,4,30,0.117647058823529,6,46,0.115384615384615,10,50,0.166666666666667,11,61,0.152777777777778,13,74,0.149425287356322,17,94,0.153153153153153,17,106,0.138211382113821,26,147,0.15028901734104,34,173,0.164251207729469,49,207,0.19140625,63,254,0.198738170347003,67,298,0.183561643835616,77,359,0.176605504587156,87,409,0.175403225806452
"6249","67088367","67088367-2012-10-23",70,40,2012-10-23,"HA1",2012,"F","NotAdult",1,"0",1,0,1,4,8,0.333333333333333,6,15,0.285714285714286,7,29,0.194444444444444,15,51,0.227272727272727,19,61,0.2375,21,77,0.214285714285714,26,99,0.208,32,122,0.207792207792208,32,135,0.191616766467066,49,209,0.189922480620155,58,270,0.176829268292683,71,336,0.174447174447174,85,397,0.176348547717842,88,419,0.173570019723866,89,424,0.173489278752437,89,424,0.173489278752437
"6252","67088839","67088839-2012-10-23",20,60,2012-10-23,"HA1",2012,"M","Adult",0,"0",1,5,0.166666666666667,4,22,0.153846153846154,12,32,0.272727272727273,16,43,0.271186440677966,21,69,0.233333333333333,22,84,0.207547169811321,24,88,0.214285714285714,27,108,0.2,31,130,0.192546583850932,32,144,0.181818181818182,52,216,0.194029850746269,59,270,0.179331306990881,69,321,0.176923076923077,80,364,0.18018018018018,85,415,0.17,89,424,0.173489278752437,89,424,0.173489278752437
"6258","67089554","67089554-2012-10-09",30,60,2012-10-09,"HA1",2012,"F","Adult",0,"0",0,2,0,7,11,0.388888888888889,8,23,0.258064516129032,12,31,0.27906976744186,16,49,0.246153846153846,20,64,0.238095238095238,21,75,0.21875,25,88,0.221238938053097,32,111,0.223776223776224,34,127,0.211180124223602,54,200,0.21259842519685,62,245,0.201954397394137,74,287,0.204986149584488,78,327,0.192592592592593,83,336,0.198090692124105,83,337,0.197619047619048,83,337,0.197619047619048
"6281","67091302","67091302-2012-08-14",10,10,2012-08-14,"HA1",2012,"F","NotAdult",0,"0",1,4,0.2,4,10,0.285714285714286,6,21,0.222222222222222,6,27,0.181818181818182,7,30,0.189189189189189,7,30,0.189189189189189,8,30,0.210526315789474,10,35,0.222222222222222,10,36,0.217391304347826,10,37,0.212765957446809,14,45,0.23728813559322,18,54,0.25,23,60,0.27710843373494,28,70,0.285714285714286,31,79,0.281818181818182,40,94,0.298507462686567,42,101,0.293706293706294
"6283","67091302","67091302-2012-08-28",20,10,2012-08-28,"HA1",2012,"F","NotAdult",0,"0",1,1,0.5,2,13,0.133333333333333,4,19,0.173913043478261,4,22,0.153846153846154,7,37,0.159090909090909,8,38,0.173913043478261,9,39,0.1875,10,42,0.192307692307692,10,45,0.181818181818182,10,46,0.178571428571429,17,61,0.217948717948718,22,72,0.234042553191489,31,83,0.271929824561404,34,97,0.259541984732824,41,113,0.266233766233766,48,129,0.271186440677966,52,140,0.270833333333333
"6284","67091302","67091302-2012-09-11",20,20,2012-09-11,"HA1",2012,"F","Adult",0,"0",0,4,0,2,11,0.153846153846154,3,25,0.107142857142857,6,33,0.153846153846154,9,50,0.152542372881356,11,59,0.157142857142857,11,62,0.150684931506849,15,65,0.1875,17,73,0.188888888888889,18,78,0.1875,24,89,0.212389380530973,31,103,0.23134328358209,37,119,0.237179487179487,43,144,0.229946524064171,56,174,0.243478260869565,61,193,0.240157480314961,61,197,0.236434108527132
"6396","67123054","67123054-2012-08-02",70,90,2012-08-02,"HA1",2012,"M","Adult",0,"0",1,0,1,5,3,0.625,7,8,0.466666666666667,7,10,0.411764705882353,8,13,0.380952380952381,8,16,0.333333333333333,8,18,0.307692307692308,9,22,0.290322580645161,10,23,0.303030303030303,11,24,0.314285714285714,14,31,0.311111111111111,20,40,0.333333333333333,26,55,0.320987654320988,33,62,0.347368421052632,36,75,0.324324324324324,41,90,0.312977099236641,42,94,0.308823529411765
"6397","67123054","67123054-2012-08-16",80,90,2012-08-16,"HA1",2012,"M","Adult",0,"0",1,2,0.333333333333333,5,8,0.384615384615385,6,14,0.3,8,18,0.307692307692308,9,28,0.243243243243243,9,29,0.236842105263158,9,30,0.230769230769231,11,31,0.261904761904762,11,34,0.244444444444444,11,36,0.234042553191489,13,39,0.25,18,48,0.272727272727273,27,67,0.287234042553192,35,81,0.301724137931034,44,91,0.325925925925926,47,111,0.29746835443038,49,123,0.284883720930233
"6410","67125021","67125021-2012-07-03",60,30,2012-07-03,"HA1",2012,"M","Adult",1,"0",0,0,NA,0,1,0,0,1,0,1,2,0.333333333333333,2,4,0.333333333333333,2,5,0.285714285714286,2,8,0.2,3,9,0.25,5,9,0.357142857142857,6,13,0.315789473684211,12,17,0.413793103448276,18,23,0.439024390243902,24,28,0.461538461538462,29,32,0.475409836065574,30,32,0.483870967741935,30,32,0.483870967741935,30,32,0.483870967741935
"6412","67125021","67125021-2012-08-14",80,30,2012-08-14,"HA1",2012,"M","Adult",1,"1",1,1,0.5,1,3,0.25,1,3,0.25,2,11,0.153846153846154,6,16,0.272727272727273,7,19,0.269230769230769,7,20,0.259259259259259,7,24,0.225806451612903,7,28,0.2,7,30,0.189189189189189,10,42,0.192307692307692,14,52,0.212121212121212,24,71,0.252631578947368,32,86,0.271186440677966,40,101,0.283687943262411,44,106,0.293333333333333,45,106,0.298013245033113
"6413","67125021","67125021-2012-07-31",100,10,2012-07-31,"HA1",2012,"M","Adult",0,"0",1,0,1,2,1,0.666666666666667,2,1,0.666666666666667,3,5,0.375,3,6,0.333333333333333,4,7,0.363636363636364,4,7,0.363636363636364,4,9,0.307692307692308,4,10,0.285714285714286,4,10,0.285714285714286,4,14,0.222222222222222,4,17,0.19047619047619,6,29,0.171428571428571,9,35,0.204545454545455,15,45,0.25,23,60,0.27710843373494,29,69,0.295918367346939
"6415","67125021","67125021-2012-08-29",100,40,2012-08-29,"HA1",2012,"M","Adult",0,"0",0,0,NA,1,5,0.166666666666667,1,8,0.111111111111111,2,12,0.142857142857143,4,15,0.210526315789474,4,17,0.19047619047619,5,21,0.192307692307692,7,27,0.205882352941176,7,33,0.175,8,37,0.177777777777778,10,60,0.142857142857143,13,69,0.158536585365854,20,84,0.192307692307692,28,96,0.225806451612903,32,114,0.219178082191781,43,140,0.234972677595628,52,158,0.247619047619048
"6450","67126571","67126571-2012-06-19",60,60,2012-06-19,"HA1",2012,"F","NotAdult",0,"0",0,1,0,1,1,0.5,1,1,0.5,1,1,0.5,1,1,0.5,1,3,0.25,1,3,0.25,3,3,0.5,5,4,0.555555555555556,5,5,0.5,10,9,0.526315789473684,15,10,0.6,16,10,0.615384615384615,18,12,0.6,18,13,0.580645161290323,18,13,0.580645161290323,18,13,0.580645161290323
"6458","67259597","67259597-2012-06-19",100,30,2012-06-19,"HA1",2012,"F","Adult",0,"0",0,2,0,0,3,0,0,3,0,2,3,0.4,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,3,3,0.5,4,4,0.5,5,5,0.5,6,6,0.5,8,8,0.5,10,9,0.526315789473684,13,12,0.52,18,13,0.580645161290323
"6459","67259597","67259597-2012-07-18",90,50,2012-07-18,"HA1",2012,"F","Adult",0,"0",0,0,NA,0,0,NA,0,0,NA,0,4,0,2,13,0.133333333333333,2,15,0.117647058823529,2,15,0.117647058823529,4,19,0.173913043478261,4,20,0.166666666666667,5,20,0.2,9,24,0.272727272727273,13,34,0.276595744680851,15,37,0.288461538461538,19,47,0.287878787878788,30,54,0.357142857142857,34,62,0.354166666666667,36,65,0.356435643564356
"6529","67276836","67276836-2012-11-08",70,60,2012-11-08,"HA1",2012,"F","NotAdult",0,"0",1,7,0.125,3,23,0.115384615384615,4,37,0.0975609756097561,7,48,0.127272727272727,13,70,0.156626506024096,16,89,0.152380952380952,19,106,0.152,24,131,0.154838709677419,30,168,0.151515151515152,31,183,0.144859813084112,58,291,0.166189111747851,71,354,0.167058823529412,88,427,0.170873786407767,102,497,0.170283806343907,105,530,0.165354330708661,107,539,0.165634674922601,107,539,0.165634674922601
"6563","67287808","67287808-2012-08-15",90,90,2012-08-15,"HA1",2012,"F","NotAdult",0,"0",0,0,NA,1,4,0.2,5,11,0.3125,6,15,0.285714285714286,7,20,0.259259259259259,7,21,0.25,9,21,0.3,9,23,0.28125,9,24,0.272727272727273,9,26,0.257142857142857,13,33,0.282608695652174,13,34,0.276595744680851,19,50,0.27536231884058,28,62,0.311111111111111,37,75,0.330357142857143,42,91,0.315789473684211,45,98,0.314685314685315
"6650","79610382","79610382-2012-08-16",80,10,2012-08-16,"HA1",2012,"F","Adult",0,"0",0,0,NA,2,2,0.5,2,5,0.285714285714286,5,9,0.357142857142857,6,16,0.272727272727273,7,23,0.233333333333333,7,23,0.233333333333333,7,25,0.21875,7,25,0.21875,7,27,0.205882352941176,9,38,0.191489361702128,11,51,0.17741935483871,17,69,0.197674418604651,26,92,0.220338983050847,38,114,0.25,45,124,0.266272189349112,49,130,0.273743016759777
"6666","79612036","79612036-2012-09-12",30,30,2012-09-12,"HA1",2012,"M","NotAdult",0,"0",0,2,0,0,8,0,2,19,0.0952380952380952,6,28,0.176470588235294,10,49,0.169491525423729,11,57,0.161764705882353,12,66,0.153846153846154,16,79,0.168421052631579,22,91,0.194690265486726,24,92,0.206896551724138,35,118,0.228758169934641,42,140,0.230769230769231,50,164,0.233644859813084,62,205,0.232209737827715,66,221,0.229965156794425,66,225,0.22680412371134,66,225,0.22680412371134
"6699","79614576","79614576-2012-12-18",10,50,2012-12-18,"HA1",2012,"F","Adult",0,"1",0,4,0,11,20,0.354838709677419,17,44,0.278688524590164,28,66,0.297872340425532,38,99,0.277372262773723,40,105,0.275862068965517,46,126,0.267441860465116,50,160,0.238095238095238,51,170,0.230769230769231,58,193,0.231075697211155,84,276,0.233333333333333,104,370,0.219409282700422,113,415,0.214015151515152,131,477,0.215460526315789,149,544,0.215007215007215,168,617,0.214012738853503,173,623,0.217336683417085
"6718","79615341","79615341-2012-12-18",20,10,2012-12-18,"HA1",2012,"M","Adult",0,"1",3,6,0.333333333333333,8,35,0.186046511627907,15,65,0.1875,20,79,0.202020202020202,28,116,0.194444444444444,33,123,0.211538461538462,34,128,0.209876543209877,38,147,0.205405405405405,40,162,0.198019801980198,44,172,0.203703703703704,58,212,0.214814814814815,74,256,0.224242424242424,93,312,0.22962962962963,111,381,0.225609756097561,133,478,0.217675941080196,153,579,0.209016393442623,164,608,0.212435233160622
"6750","79617035","79617035-2012-10-09",100,0,2012-10-09,"HA1",2012,"F","Adult",0,"0",0,1,0,4,5,0.444444444444444,5,5,0.5,6,14,0.3,6,17,0.260869565217391,7,20,0.259259259259259,9,31,0.225,12,34,0.260869565217391,14,36,0.28,14,41,0.254545454545455,17,55,0.236111111111111,24,63,0.275862068965517,28,92,0.233333333333333,33,135,0.196428571428571,41,177,0.188073394495413,56,227,0.197879858657244,64,274,0.189349112426035
"6774","79618628","79618628-2012-09-27",100,50,2012-09-27,"HA1",2012,"M","Adult",0,"0",0,0,NA,0,3,0,0,8,0,1,17,0.0555555555555556,5,25,0.166666666666667,7,28,0.2,10,40,0.2,11,47,0.189655172413793,13,53,0.196969696969697,15,61,0.197368421052632,20,83,0.194174757281553,33,111,0.229166666666667,38,131,0.224852071005917,44,155,0.221105527638191,49,198,0.198380566801619,64,239,0.211221122112211,69,268,0.204747774480712
"6779","79618812","79618812-2012-08-14",50,40,2012-08-14,"HA1",2012,"M","Adult",0,"0",0,1,0,0,2,0,0,7,0,1,8,0.111111111111111,4,17,0.19047619047619,4,19,0.173913043478261,5,20,0.2,6,23,0.206896551724138,10,32,0.238095238095238,12,33,0.266666666666667,20,65,0.235294117647059,34,87,0.28099173553719,43,102,0.296551724137931,45,106,0.298013245033113,45,106,0.298013245033113,45,106,0.298013245033113,45,106,0.298013245033113
"6780","79618812","79618812-2012-08-28",90,70,2012-08-28,"HA1",2012,"M","Adult",0,"0",0,3,0,0,7,0,2,13,0.133333333333333,2,16,0.111111111111111,3,25,0.107142857142857,5,27,0.15625,5,29,0.147058823529412,7,35,0.166666666666667,10,39,0.204081632653061,10,41,0.196078431372549,16,57,0.219178082191781,20,65,0.235294117647059,27,78,0.257142857142857,34,96,0.261538461538462,41,116,0.261146496815287,49,132,0.270718232044199,51,140,0.267015706806283
